client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
229,Visa,Debit,4492510144355970,2020-02-01,858,YES,1,52585,2020-02-01,2020
183,Visa,Debit,4215026986628620,2022-06-01,544,YES,2,10430,2020-02-01,2020
183,Visa,Credit,4194820728333900,2021-12-01,521,YES,1,9400,2020-02-01,2020
934,Visa,Credit,4159426139130540,2020-02-01,640,YES,2,0,2020-02-01,2020
934,Visa,Credit,4920574801884070,2021-11-01,378,NO,1,12300,2020-02-01,2020
1650,Visa,Credit,4794716774405770,2022-09-01,468,NO,2,15300,2020-02-01,2020
1613,Visa,Debit,4489235577455870,2020-07-01,557,YES,2,15747,2020-02-01,2020
326,Visa,Debit,4356308555060320,2021-12-01,452,YES,2,15569,2020-02-01,2020
1268,Visa,Debit,4674089067309580,2022-07-01,713,YES,1,10609,2020-02-01,2020
664,Visa,Credit,4411219685754970,2024-09-01,926,YES,2,2000,2020-02-01,2020
866,Visa,Debit,4403825163350980,2022-09-01,451,YES,2,9542,2020-02-01,2020
1206,Visa,Debit,4182923459647400,2020-02-01,603,YES,1,47359,2020-02-01,2020
1035,Visa,Debit (Prepaid),4477381812397470,2020-02-01,256,YES,2,60,2020-02-01,2020
936,Visa,Credit,4254671354232310,2022-06-01,566,YES,2,5400,2020-02-01,2020
23,Visa,Debit (Prepaid),4140588094739360,2020-02-01,914,YES,2,74,2020-02-01,2020
339,Visa,Debit,4728985692143250,2021-05-01,894,YES,2,13964,2020-02-01,2020
1353,Visa,Debit,4739129887814770,2024-12-01,840,YES,1,13635,2020-02-01,2020
1474,Visa,Debit,4559380028737070,2023-01-01,791,YES,1,33397,2020-02-01,2020
1450,Visa,Debit,4752300617048430,2021-09-01,511,YES,2,36976,2020-02-01,2020
224,Visa,Debit,4254478565698360,2020-02-01,642,YES,2,13547,2020-02-01,2020
270,Visa,Debit,4102843004395640,2022-07-01,452,YES,2,12257,2020-02-01,2020
694,Visa,Debit (Prepaid),4316296167662580,2023-04-01,621,YES,2,67,2020-02-01,2020
1833,Visa,Credit,4301058381185320,2023-03-01,147,YES,1,10100,2020-02-01,2020
1067,Visa,Debit,4937598275581330,2020-06-01,557,YES,1,21409,2020-02-01,2020
1160,Visa,Debit,4123194661733540,2020-06-01,64,YES,1,3149,2020-02-01,2020
659,Visa,Debit,4341345706839090,2023-04-01,273,YES,1,13162,2020-02-01,2020
841,Visa,Debit,4252420197645240,2021-08-01,661,YES,2,20182,2020-02-01,2020
599,Visa,Debit,4802532694603490,2021-03-01,868,YES,1,82677,2020-02-01,2020
1979,Visa,Credit,4461982939631750,2020-02-01,706,YES,1,19600,2020-02-01,2020
1253,Visa,Credit,4254314337252550,2022-05-01,597,NO,1,10600,2020-02-01,2020
310,Visa,Debit,4906910670363160,2020-12-01,443,YES,2,21990,2020-02-01,2020
673,Visa,Credit,4023269244492110,2024-06-01,413,YES,1,8700,2020-02-01,2020
1319,Visa,Debit,4576325893639020,2020-02-01,8,YES,2,27305,2020-02-01,2020
1580,Visa,Debit,4699690787956730,2023-05-01,5,NO,2,21741,2020-02-01,2020
1580,Visa,Debit,4748742930224050,2020-09-01,974,YES,1,1741,2020-02-01,2020
1570,Visa,Credit,4224965156816540,2024-02-01,389,NO,1,8700,2020-02-01,2020
1860,Visa,Debit,4786571889403860,2023-08-01,592,YES,2,28422,2020-02-01,2020
1860,Visa,Credit,4061205624693610,2020-02-01,148,YES,1,10100,2020-02-01,2020
786,Visa,Debit,4892181339731570,2022-07-01,846,YES,2,21032,2020-02-01,2020
1713,Visa,Debit,4798004786727360,2023-04-01,439,YES,1,19079,2020-02-01,2020
1506,Visa,Debit,4170284395296710,2021-02-01,886,YES,2,30000,2020-02-01,2020
950,Visa,Credit,4989332552056920,2020-04-01,250,YES,1,3000,2020-02-01,2020
1197,Visa,Debit,4320531705592790,2021-12-01,275,YES,2,4326,2020-02-01,2020
1197,Visa,Credit,4713354839986610,2023-05-01,290,YES,2,13600,2020-02-01,2020
1935,Visa,Debit,4172298033102500,2020-05-01,477,YES,1,17223,2020-02-01,2020
268,Visa,Debit,4772137298381080,2020-02-01,231,YES,2,14263,2020-02-01,2020
1494,Visa,Credit,4001128847479530,2020-02-01,545,YES,1,6300,2020-02-01,2020
1770,Visa,Debit,4026093953102400,2023-09-01,100,YES,2,10607,2020-02-01,2020
1592,Visa,Credit,4346868490904980,2020-11-01,171,YES,2,12700,2020-02-01,2020
1592,Visa,Debit (Prepaid),4656354454428690,2020-02-01,733,YES,2,76,2020-02-01,2020
1680,Visa,Credit,4041948266255610,2020-09-01,531,YES,2,11500,2020-02-01,2020
494,Visa,Debit,4578081011383130,2024-01-01,45,YES,1,29335,2020-02-01,2020
95,Visa,Debit,4184962720948420,2020-02-01,526,NO,1,28147,2020-02-01,2020
788,Visa,Debit,4771614681971760,2021-06-01,353,YES,2,27220,2020-02-01,2020
1232,Visa,Debit,4515472056993650,2020-06-01,464,YES,1,21752,2020-02-01,2020
1409,Visa,Debit,4157877736359760,2023-09-01,927,YES,2,16998,2020-02-01,2020
1601,Visa,Credit,4483016880530870,2021-05-01,825,NO,1,17100,2020-02-01,2020
927,Visa,Debit,4095066683929900,2024-02-01,892,NO,2,27618,2020-02-01,2020
179,Visa,Debit,4275777560156840,2022-05-01,497,YES,2,519,2020-02-01,2020
513,Visa,Credit,4667535072590500,2020-09-01,606,YES,1,8000,2020-02-01,2020
226,Visa,Debit,4250276478482510,2022-10-01,648,YES,1,39553,2020-02-01,2020
1446,Visa,Debit (Prepaid),4381421188201280,2022-06-01,539,YES,3,84,2020-02-01,2020
1216,Visa,Debit (Prepaid),4465883481384440,2024-08-01,709,YES,2,69,2020-02-01,2020
1216,Visa,Debit,4337391914435650,2023-04-01,598,YES,2,24759,2020-02-01,2020
975,Visa,Debit,4039295566770810,2021-05-01,214,YES,1,7225,2020-02-01,2020
109,Visa,Credit,4792943022971290,2020-11-01,451,NO,1,9300,2020-02-01,2020
1893,Visa,Credit,4650382070645840,2022-10-01,900,YES,2,7600,2020-02-01,2020
955,Visa,Credit,4732842191322140,2022-06-01,847,YES,2,1100,2020-02-01,2020
1768,Visa,Debit,4738058846626250,2020-02-01,717,YES,1,14149,2020-02-01,2020
1393,Visa,Credit,4468863439550660,2024-05-01,156,NO,2,10000,2020-02-01,2020
452,Visa,Debit,4957232481366750,2024-12-01,916,YES,1,21820,2020-02-01,2020
1157,Visa,Debit (Prepaid),4204541801800660,2020-12-01,998,YES,1,77,2020-02-01,2020
1795,Visa,Debit,4051778032991060,2020-08-01,369,YES,1,19250,2020-02-01,2020
1795,Visa,Debit (Prepaid),4659275859789140,2020-07-01,92,YES,2,96,2020-02-01,2020
1821,Visa,Credit,4137037054113510,2022-10-01,432,YES,1,12500,2020-02-01,2020
1620,Visa,Credit,4028392432751990,2024-12-01,448,YES,2,10600,2020-02-01,2020
1620,Visa,Debit,4963309602092580,2021-09-01,70,YES,2,13588,2020-02-01,2020
1043,Visa,Credit,4342101696313870,2020-02-01,355,YES,2,20800,2020-02-01,2020
1376,Visa,Credit,4161224797334570,2021-06-01,445,YES,2,4500,2020-02-01,2020
834,Visa,Credit,4254270802602100,2020-10-01,79,YES,1,7800,2020-02-01,2020
834,Visa,Debit,4369288282643440,2024-03-01,308,YES,2,6407,2020-02-01,2020
834,Visa,Debit (Prepaid),4345078758052750,2024-09-01,929,YES,1,91,2020-02-01,2020
834,Visa,Credit,4730938420487120,2020-02-01,613,YES,2,1200,2020-02-01,2020
1328,Visa,Debit,4130691040375170,2020-06-01,573,YES,1,37491,2020-02-01,2020
1878,Visa,Debit,4882085126810650,2020-02-01,635,YES,1,11029,2020-02-01,2020
1246,Visa,Credit,4503003404657980,2020-02-01,994,YES,1,6600,2020-02-01,2020
1292,Visa,Credit,4303693867822800,2024-04-01,55,YES,1,5900,2020-02-01,2020
245,Visa,Debit (Prepaid),4476065851945680,2020-07-01,36,NO,2,94,2020-02-01,2020
949,Visa,Debit,4406651851662470,2020-03-01,535,YES,1,20826,2020-02-01,2020
1136,Visa,Credit,4499074473589640,2023-01-01,333,YES,2,11500,2020-02-01,2020
653,Visa,Credit,4219659798225500,2021-06-01,560,YES,2,12900,2020-02-01,2020
1460,Visa,Debit,4536446657466640,2020-03-01,729,YES,1,3549,2020-02-01,2020
1436,Visa,Debit,4551396345815630,2021-10-01,834,YES,2,26599,2020-02-01,2020
324,Visa,Credit,4177846249033050,2024-08-01,974,YES,1,21400,2020-02-01,2020
1082,Visa,Debit,4556029140337810,2024-07-01,537,YES,2,1696,2020-02-01,2020
1502,Visa,Debit,4361413457601340,2020-09-01,932,NO,1,28471,2020-02-01,2020
1122,Visa,Debit,4998267438899180,2020-02-01,675,YES,1,45222,2020-02-01,2020
255,Visa,Debit,4795449431320480,2020-08-01,55,YES,2,16783,2020-02-01,2020
765,Visa,Debit,4401985504522490,2023-10-01,745,YES,2,13524,2020-02-01,2020
765,Visa,Credit,4070730691570550,2021-04-01,834,YES,2,15000,2020-02-01,2020
76,Visa,Debit,4684387276535730,2024-08-01,268,YES,2,6513,2020-02-01,2020
249,Visa,Debit (Prepaid),4728580889162670,2020-02-01,997,YES,2,87,2020-02-01,2020
1119,Visa,Debit,4573378734803800,2022-06-01,261,YES,1,22768,2020-02-01,2020
1119,Visa,Credit,4460007278587500,2021-01-01,225,NO,1,3000,2020-02-01,2020
341,Visa,Debit,4531149590903510,2020-08-01,97,YES,1,37941,2020-02-01,2020
1647,Visa,Debit,4041750526955030,2022-06-01,408,NO,2,20751,2020-02-01,2020
1374,Visa,Debit,4641287909590410,2020-09-01,819,YES,1,14993,2020-02-01,2020
1855,Visa,Credit,4746650219933870,2022-09-01,32,YES,2,17100,2020-02-01,2020
867,Visa,Debit,4954234286771970,2022-09-01,1,YES,2,16736,2020-02-01,2020
1101,Visa,Credit,4591328314306370,2020-11-01,252,YES,1,8500,2020-02-01,2020
725,Visa,Debit,4736166071228960,2020-10-01,535,YES,1,17382,2020-02-01,2020
725,Visa,Debit,4043193069414730,2021-09-01,859,NO,1,19483,2020-02-01,2020
1271,Visa,Credit,4261459508856280,2024-03-01,100,NO,1,10900,2020-02-01,2020
1358,Visa,Debit,4260770454530840,2023-10-01,303,YES,1,26394,2020-02-01,2020
764,Visa,Credit,4066658055142800,2022-01-01,743,YES,1,4400,2020-02-01,2020
1336,Visa,Credit,4222289017221450,2020-02-01,875,YES,2,15000,2020-02-01,2020
558,Visa,Debit,4313544946550440,2024-07-01,107,YES,1,8980,2020-02-01,2020
424,Visa,Credit,4389517849777060,2021-05-01,53,YES,1,11100,2020-02-01,2020
1870,Visa,Debit,4680529603481900,2020-02-01,619,YES,1,39850,2020-02-01,2020
1933,Visa,Debit,4146946026841280,2020-02-01,69,YES,2,2094,2020-02-01,2020
572,Visa,Debit (Prepaid),4867647786729300,2020-02-01,504,YES,2,54,2020-02-01,2020
1960,Visa,Debit (Prepaid),4424096582531660,2021-04-01,325,NO,2,69,2020-02-01,2020
969,Visa,Debit,4728777894194120,2020-12-01,480,YES,2,13478,2020-02-01,2020
374,Visa,Debit,4202710228630180,2023-10-01,579,YES,1,12446,2020-02-01,2020
727,Visa,Credit,4751378907766310,2024-04-01,254,YES,2,6700,2020-02-01,2020
944,Visa,Debit,4313972060102090,2024-11-01,601,YES,1,52717,2020-02-01,2020
1018,Visa,Debit,4564887957887150,2023-01-01,17,YES,1,13609,2020-02-01,2020
1965,Visa,Credit,4092157051011100,2020-02-01,223,YES,2,11200,2020-02-01,2020
79,Visa,Debit,4636375740619750,2022-09-01,747,YES,1,23083,2020-02-01,2020
596,Visa,Credit,4520440445748140,2022-01-01,108,NO,1,7200,2020-02-01,2020
1607,Visa,Credit,4620214760209900,2022-10-01,406,YES,1,20700,2020-02-01,2020
402,Visa,Debit,4946571800021790,2023-04-01,686,NO,1,20709,2020-02-01,2020
383,Visa,Debit,4448354145874780,2020-02-01,333,YES,1,10367,2020-02-01,2020
893,Visa,Debit,4039007832059770,2022-04-01,99,YES,1,17499,2020-02-01,2020
594,Visa,Credit,4715212743807290,2021-02-01,636,YES,1,3500,2020-02-01,2020
594,Visa,Debit,4785940182637900,2020-03-01,305,YES,1,14793,2020-02-01,2020
197,Visa,Debit (Prepaid),4897762471214010,2024-06-01,599,YES,2,53,2020-02-01,2020
197,Visa,Credit,4021220662934810,2020-02-01,943,YES,2,8000,2020-02-01,2020
501,Visa,Debit,4033834745437540,2020-02-01,326,YES,1,11779,2020-02-01,2020
622,Visa,Debit (Prepaid),4786118873835530,2020-02-01,119,YES,1,126,2020-02-01,2020
444,Visa,Debit (Prepaid),4897531644645190,2020-08-01,326,YES,1,80,2020-02-01,2020
418,Visa,Credit,4474089244704700,2020-02-01,228,YES,1,11100,2020-02-01,2020
1454,Visa,Credit,4268635785571600,2021-01-01,36,YES,2,12400,2020-02-01,2020
1036,Visa,Debit,4732750497887750,2021-08-01,29,YES,2,7330,2020-02-01,2020
389,Visa,Debit,4898395876038300,2021-07-01,574,YES,1,18699,2020-02-01,2020
1949,Visa,Debit (Prepaid),4739715375933690,2021-08-01,229,YES,1,38,2020-02-01,2020
1437,Visa,Debit,4854757670875220,2020-02-01,239,YES,2,30404,2020-02-01,2020
1252,Visa,Debit (Prepaid),4725811445977510,2020-08-01,276,YES,2,29,2020-02-01,2020
413,Visa,Credit,4775884194235980,2020-02-01,411,YES,2,16900,2020-02-01,2020
269,Visa,Debit (Prepaid),4119373610006560,2021-04-01,374,YES,1,55,2020-02-01,2020
903,Visa,Debit,4396300530343290,2023-08-01,768,YES,2,5222,2020-02-01,2020
903,Visa,Debit,4316804623436510,2022-07-01,145,YES,1,14897,2020-02-01,2020
531,Visa,Credit,4969893593143810,2022-10-01,58,YES,1,9600,2020-02-01,2020
279,Visa,Debit,4390973591646080,2020-02-01,260,YES,2,29078,2020-02-01,2020
1841,Visa,Credit,4076004030170550,2024-01-01,180,NO,2,11300,2020-02-01,2020
235,Visa,Debit,4943014295329210,2024-06-01,641,YES,1,23069,2020-02-01,2020
1808,Visa,Credit,4719950506919430,2021-06-01,185,YES,2,4100,2020-02-01,2020
1716,Visa,Credit,4031363218390310,2021-07-01,632,YES,1,8400,2020-02-01,2020
1632,Visa,Debit (Prepaid),4273210469600810,2022-02-01,536,YES,1,58,2020-02-01,2020
1556,Visa,Credit,4965321363827910,2021-03-01,413,YES,2,15300,2020-02-01,2020
1025,Visa,Debit,4471238909033230,2022-02-01,368,YES,2,11237,2020-02-01,2020
344,Visa,Debit,4241836475964920,2022-12-01,229,YES,2,1663,2020-02-01,2020
1189,Visa,Credit,4745341098877380,2023-10-01,273,YES,2,11800,2020-02-01,2020
1254,Visa,Debit,4086661906008900,2022-11-01,113,NO,2,20674,2020-02-01,2020
1118,Visa,Debit,4554382114845490,2020-06-01,561,YES,1,66287,2020-02-01,2020
548,Visa,Credit,4153185047549330,2021-08-01,585,YES,3,7800,2020-02-01,2020
1593,Visa,Credit,4063394095029280,2023-03-01,599,YES,1,8900,2020-02-01,2020
720,Visa,Credit,4340313779939280,2024-04-01,147,YES,2,2000,2020-02-01,2020
1126,Visa,Debit,4224143942174850,2022-03-01,4,YES,1,20318,2020-02-01,2020
1490,Visa,Debit,4585531601433100,2020-02-01,364,NO,1,15742,2020-02-01,2020
1366,Visa,Debit,4419528709052000,2022-09-01,578,YES,2,8829,2020-02-01,2020
1827,Visa,Debit,4807723891729120,2022-08-01,174,YES,1,23156,2020-02-01,2020
1410,Visa,Debit,4792996181300900,2022-01-01,998,YES,2,7846,2020-02-01,2020
1690,Visa,Debit,4693555328780530,2022-05-01,281,YES,2,14495,2020-02-01,2020
1162,Visa,Debit,4716305740813490,2022-06-01,984,YES,1,15695,2020-02-01,2020
1761,Visa,Credit,4717288923637330,2020-02-01,818,YES,1,12200,2020-02-01,2020
1316,Visa,Debit,4930615029109800,2024-01-01,514,YES,2,11983,2020-02-01,2020
493,Visa,Debit,4097047880363970,2024-10-01,652,YES,2,9241,2020-02-01,2020
289,Visa,Credit,4570269578447080,2024-02-01,74,YES,2,5000,2020-02-01,2020
18,Visa,Debit (Prepaid),4940092514148140,2024-01-01,337,YES,2,62,2020-02-01,2020
1320,Visa,Debit,4417317940986630,2022-04-01,598,NO,1,10693,2020-02-01,2020
1275,Visa,Debit,4749157487981210,2024-10-01,568,YES,1,10800,2020-02-01,2020
1418,Visa,Credit,4402488714330100,2021-11-01,627,YES,1,9100,2020-02-01,2020
1819,Visa,Debit,4086123102379520,2024-04-01,744,YES,1,9238,2020-02-01,2020
687,Visa,Debit,4418732012686610,2020-02-01,79,YES,2,19446,2020-02-01,2020
136,Visa,Debit,4270247503047580,2023-08-01,977,NO,1,24605,2020-02-01,2020
136,Visa,Debit,4451428446253890,2023-01-01,354,YES,2,20780,2020-02-01,2020
1743,Visa,Debit,4706273875998300,2021-02-01,662,NO,2,15234,2020-02-01,2020
781,Visa,Debit,4441537373999680,2020-02-01,193,YES,2,3356,2020-02-01,2020
1107,Visa,Debit,4779897441663920,2023-07-01,172,YES,1,11281,2020-02-01,2020
1365,Visa,Credit,4868636850065870,2023-04-01,143,YES,2,7500,2020-02-01,2020
1496,Visa,Debit,4414714260971090,2021-09-01,462,YES,1,29065,2020-02-01,2020
1624,Visa,Credit,4562385865984510,2023-06-01,2,YES,1,12600,2020-02-01,2020
738,Visa,Debit,4554612997314660,2020-10-01,551,YES,1,42253,2020-02-01,2020
1375,Visa,Credit,4750738672953670,2022-03-01,97,YES,1,19800,2020-02-01,2020
459,Visa,Debit,4702909631016690,2024-08-01,296,YES,1,13496,2020-02-01,2020
262,Visa,Debit,4258875940264450,2022-04-01,889,NO,1,9765,2020-02-01,2020
1999,Visa,Credit,4605955992344250,2022-11-01,710,YES,2,7100,2020-02-01,2020
331,Visa,Credit,4353130198173890,2024-03-01,851,YES,2,6300,2020-02-01,2020
1354,Visa,Debit,4433713978036650,2020-02-01,989,YES,2,16452,2020-02-01,2020
1773,Visa,Debit (Prepaid),4936140686570270,2024-03-01,506,YES,2,82,2020-02-01,2020
1339,Visa,Credit,4990026739935400,2022-09-01,28,YES,1,16700,2020-02-01,2020
971,Visa,Debit,4014221108776880,2020-03-01,718,YES,2,10971,2020-02-01,2020
1627,Visa,Debit,4340019142427230,2021-10-01,130,YES,2,10099,2020-02-01,2020
1735,Visa,Credit,4865108019055520,2021-07-01,237,YES,1,15100,2020-02-01,2020
378,Visa,Debit (Prepaid),4463555557160790,2020-12-01,748,NO,3,61,2020-02-01,2020
1263,Mastercard,Debit,5071178142278660,2021-01-01,738,YES,2,9094,1993-03-01,2011
1774,Discover,Credit,6974497425701260,2020-12-01,192,YES,1,8400,1997-03-01,2013
318,Mastercard,Debit,5737016502815460,1997-07-01,601,NO,1,713,1997-03-01,2008
1004,Visa,Debit,4479806423403350,2024-01-01,246,YES,1,14366,1997-03-01,2008
1259,Visa,Debit,4606036624560530,2022-07-01,40,YES,1,78790,1997-03-01,2011
735,Visa,Credit,4914564671433880,2010-03-01,700,YES,1,15700,1997-03-01,2013
1996,Visa,Debit,4378499154074850,2004-09-01,181,YES,2,24459,1997-03-01,2009
1276,Mastercard,Credit,5730775331108600,2024-04-01,910,YES,1,19000,1998-03-01,2016
582,Mastercard,Debit,5706945213874110,2009-02-01,808,YES,1,9044,1999-03-01,2013
40,Mastercard,Debit,5488342944613900,2011-03-01,880,YES,2,142,1999-03-01,2014
398,Visa,Debit,4583760469208750,2021-08-01,812,YES,2,21264,1999-03-01,2009
759,Visa,Credit,4417109828447300,2002-05-01,812,YES,2,15500,1999-03-01,2013
1880,Mastercard,Debit,5456915066505060,2021-12-01,553,NO,1,14719,2000-03-01,2008
1063,Visa,Debit,4272145779221850,2022-12-01,960,YES,2,15265,2000-03-01,2009
1588,Visa,Credit,4354340819623200,2024-04-01,195,YES,2,14300,2000-03-01,2009
1237,Amex,Credit,304727353948890,2022-07-01,930,YES,1,8400,2001-03-01,2014
502,Discover,Credit,6910816000642920,2020-03-01,845,YES,2,7900,2001-03-01,2004
379,Mastercard,Debit,5910929635230860,2020-02-01,525,YES,1,21628,2001-03-01,2008
520,Mastercard,Debit,5905896056968970,2022-05-01,924,YES,1,34278,2001-03-01,2010
1153,Mastercard,Debit (Prepaid),5026167712266470,2024-09-01,271,YES,2,64,2001-03-01,2006
592,Mastercard,Debit,5247279086681070,2024-04-01,220,YES,2,3117,2001-03-01,2006
125,Mastercard,Debit,5228524583663220,2023-06-01,720,YES,2,1326,2001-03-01,2011
487,Mastercard,Debit,5514653687166060,2024-08-01,70,YES,1,28790,2001-03-01,2009
542,Mastercard,Credit,5941275556386090,2024-03-01,128,YES,1,5500,2001-03-01,2010
1305,Mastercard,Debit,5735388999396190,2022-07-01,260,YES,1,18118,2001-03-01,2007
395,Visa,Credit,4851388792432580,2024-02-01,137,YES,2,16400,2001-03-01,2011
939,Visa,Credit,4139421068502750,2017-12-01,782,YES,1,9000,2001-03-01,2009
1718,Mastercard,Debit,5804499644308590,2023-07-01,258,NO,2,27480,2002-03-01,2008
1941,Mastercard,Debit,5183385831950700,2013-08-01,886,YES,2,22248,2002-03-01,2015
901,Mastercard,Debit (Prepaid),5050054589241380,2007-09-01,783,YES,1,69,2002-03-01,2012
951,Mastercard,Debit (Prepaid),5978230791001460,2017-08-01,310,YES,1,80,2002-03-01,2008
1843,Mastercard,Credit,5937483494199250,2020-09-01,651,YES,1,13200,2002-03-01,2018
122,Mastercard,Debit,5654495599077090,2021-10-01,407,YES,3,15774,2002-03-01,2007
1815,Mastercard,Debit,5159691137023050,2024-01-01,232,YES,2,3099,2002-03-01,2012
1105,Mastercard,Debit,5772409732789350,2020-04-01,218,YES,2,9027,2002-03-01,2015
1785,Mastercard,Debit,5176036831889980,2020-11-01,119,YES,1,4701,2002-03-01,2017
316,Visa,Credit,4331814593567420,2023-01-01,448,YES,2,10500,2002-03-01,2010
39,Visa,Credit,4877727463431060,2023-01-01,537,YES,2,16900,2002-03-01,2007
598,Visa,Debit,4706797634213660,2023-04-01,754,YES,2,19103,2002-03-01,2011
1923,Discover,Credit,6416258939868690,2022-05-01,101,NO,1,11400,2003-03-01,2014
1147,Mastercard,Debit,5065968170690020,2021-10-01,724,NO,2,18050,2003-03-01,2010
1591,Mastercard,Debit,5702444920277810,2021-08-01,137,YES,1,12358,2003-03-01,2003
1074,Mastercard,Credit,5291527325386650,2022-07-01,396,YES,2,4800,2003-03-01,2011
1259,Mastercard,Debit,5932390608727770,2014-04-01,612,YES,1,98334,2003-03-01,2007
1566,Mastercard,Debit,5779974407665980,2023-01-01,527,YES,2,16050,2003-03-01,2006
940,Mastercard,Debit,5065594473717170,2020-01-01,573,NO,2,12607,2003-03-01,2015
1048,Mastercard,Credit,5923018656297640,2020-08-01,116,YES,2,12500,2003-03-01,2003
1104,Visa,Debit,4860568003530350,2005-06-01,137,YES,1,14383,2003-03-01,2011
491,Visa,Credit,4307361097049950,2021-08-01,775,YES,2,8000,2003-03-01,2008
642,Visa,Debit,4324205574305220,2022-10-01,92,YES,2,13434,2003-03-01,2003
234,Visa,Debit,4081263773546450,2023-07-01,64,YES,1,4750,2003-03-01,2011
1367,Visa,Debit,4422286262403260,2024-05-01,81,YES,2,17405,2003-03-01,2003
1563,Visa,Debit,4793063304202940,2023-10-01,29,YES,1,9290,2003-03-01,2009
845,Mastercard,Debit,5032880040092410,2024-06-01,626,YES,1,11203,2004-03-01,2008
1591,Mastercard,Debit (Prepaid),5929148675838810,2021-04-01,955,YES,1,113,2004-03-01,2008
1414,Mastercard,Debit (Prepaid),5376758306260430,2011-04-01,26,YES,1,56,2004-03-01,2008
1719,Mastercard,Debit,5034070490953220,2022-03-01,285,YES,2,24775,2004-03-01,2010
630,Mastercard,Debit,5772590166573650,2020-07-01,370,YES,1,7546,2004-03-01,2010
506,Mastercard,Debit,5123064836240620,2023-03-01,51,YES,1,202,2004-03-01,2013
680,Mastercard,Debit,5508553199519080,2019-03-01,196,YES,2,16347,2004-03-01,2010
69,Mastercard,Debit,5859732793534490,2023-06-01,348,YES,2,24425,2004-03-01,2006
216,Mastercard,Debit,5099980998946050,2024-02-01,142,YES,1,18729,2004-03-01,2011
1154,Mastercard,Debit,5896338139736320,2022-05-01,578,YES,1,6257,2004-03-01,2014
1247,Mastercard,Debit,5287003468674170,2022-10-01,799,NO,2,13095,2004-03-01,2018
1766,Mastercard,Debit,5960254965868030,2024-06-01,91,YES,1,5141,2004-03-01,2012
1189,Mastercard,Debit,5721768564866900,2024-10-01,877,YES,2,1633,2004-03-01,2011
638,Mastercard,Debit,5648059407570220,2021-03-01,353,YES,2,21253,2004-03-01,2011
779,Mastercard,Credit,5333842700329560,2018-04-01,191,YES,2,14200,2004-03-01,2010
1371,Visa,Credit,4007064696917940,2022-11-01,478,YES,1,17300,2004-03-01,2007
1495,Visa,Credit,4455799501123940,2007-05-01,651,YES,1,3100,2004-03-01,2011
623,Visa,Debit,4227288222945150,2024-09-01,212,YES,2,9146,2004-03-01,2012
692,Visa,Debit,4160987980022080,2012-10-01,11,YES,2,18979,2004-03-01,2008
1430,Visa,Credit,4243024246722810,2022-01-01,583,YES,1,9100,2004-03-01,2010
1972,Amex,Credit,382031359848619,2012-08-01,412,NO,2,6000,2005-03-01,2013
14,Amex,Credit,336131482851954,2022-12-01,979,YES,2,14100,2005-03-01,2008
1414,Discover,Credit,6669631772050770,2012-03-01,182,YES,2,10600,2005-03-01,2008
1874,Mastercard,Debit,5401948301255030,2022-12-01,920,YES,2,20634,2005-03-01,2007
811,Mastercard,Debit,5246337038556760,2021-06-01,638,YES,2,30971,2005-03-01,2020
16,Mastercard,Debit (Prepaid),5151149006132570,2020-05-01,636,NO,2,22,2005-03-01,2011
871,Mastercard,Debit,5672870607977280,2023-11-01,952,YES,2,8052,2005-03-01,2012
871,Mastercard,Credit,5025018096886540,2024-07-01,783,YES,1,8600,2005-03-01,2007
840,Mastercard,Debit,5664895156333060,2020-07-01,500,YES,1,43169,2005-03-01,2012
247,Mastercard,Debit,5584580666180380,2006-12-01,331,YES,1,21922,2005-03-01,2011
357,Mastercard,Debit,5565610768898340,2024-07-01,214,YES,1,29170,2005-03-01,2006
1016,Mastercard,Debit,5573795199148990,2019-12-01,547,YES,2,350,2005-03-01,2011
59,Mastercard,Debit,5273002914346430,2020-03-01,208,YES,2,12210,2005-03-01,2009
190,Mastercard,Debit,5442893744984240,2019-06-01,926,YES,2,29471,2005-03-01,2011
1349,Mastercard,Debit,5370680073384830,2019-07-01,639,NO,2,4139,2005-03-01,2008
1461,Mastercard,Debit,5728689238652200,2024-10-01,532,YES,2,14480,2005-03-01,2009
526,Mastercard,Debit,5507762507273350,2022-01-01,170,YES,1,23652,2005-03-01,2014
1237,Mastercard,Debit (Prepaid),5295399317930830,2015-12-01,543,YES,2,51,2005-03-01,2007
646,Mastercard,Credit,5417194878972790,2021-04-01,638,YES,2,14500,2005-03-01,2019
614,Mastercard,Debit,5303628231225880,2022-09-01,849,YES,1,26467,2005-03-01,2007
1212,Mastercard,Debit,5127787392899920,2021-06-01,895,YES,2,13746,2005-03-01,2007
11,Visa,Debit (Prepaid),4800041020887830,2020-06-01,59,YES,2,30,2005-03-01,2014
563,Visa,Debit,4483872607052920,2009-03-01,224,YES,2,17323,2005-03-01,2011
454,Visa,Debit,4750958043493030,2024-12-01,269,YES,1,30162,2005-03-01,2010
1495,Visa,Credit,4763707007052280,2020-04-01,329,NO,2,14300,2005-03-01,2012
1526,Visa,Debit,4643281848838060,2021-02-01,413,YES,1,12299,2005-03-01,2007
1434,Visa,Debit,4683529333850680,2023-01-01,987,YES,2,27776,2005-03-01,2009
1557,Amex,Credit,323245493552532,2024-01-01,133,YES,1,19000,2006-03-01,2011
